 EVN Resources: ConText 1.0.0
 ---------------------------------
 Analysed: 2006.05.04 at 05:23
 
 Files :
 -------
   1 : Miners
   2 : Miners ship descs with images
   3 : Miners ships
 -------

 Full EVN Resource Listing:
 ----------------------------------

 Total Resources Found    : 353
 --------------------------

    bööm Found    : 0
    chär Found    : 1
    cölr Found    : 0
    crön Found    : 0
    dësc Found    : 90
    düde Found    : 8
    flët Found    : 0
    gövt Found    : 3
    ïntf Found    : 0
    jünk Found    : 6
    mïsn Found    : 1
    nëbu Found    : 0
    oütf Found    : 71
    öops Found    : 0
    përs Found    : 0
    ränk Found    : 0
    röid Found    : 0
    shän Found    : 21
    shïp Found    : 36
    spïn Found    : 17
    spöb Found    : 22
    sÿst Found    : 52
    wëap Found    : 19
    STR  Found    : 0
    STR# Found    : 6
 --------------------------

 Resource Duplicates by Type:
 ----------------------------

 ----------------------------


• Begin Output
••••••••••••••••

• Begin chär
"Type"	"ID"	"Name"	"File"	"startCash"	"startShipType"	"startSystem1"	"startSystem2"	"startSystem3"	"startSystem4"	"startGovt1"	"startGovt2"	"startGovt3"	"startGovt4"	"startStatus1"	"startStatus2"	"startStatus3"	"startStatus4"	"startKills"	"introTextID"	"introPictID1"	"introPictID2"	"introPictID3"	"introPictID4"	"introPictDelay1"	"introPictDelay2"	"introPictDelay3"	"introPictDelay4"	"onStart"	"Flags"	"startDay"	"starMonth"	"startYear"	"DatePrefix"	"DateSuffix"	"EOR"
chär	128	"Miner"	"Miners"	0	128	128	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	129	-1	-1	-1	-1	-1	-1	-1	-1	""	0x0001	23	6	2177	""	" NC"	"•"
• Begin dësc
"Type"	"ID"	"Name"	"File"	"Graphic"	"Movie"	"Flags"	"Description"	"EOR"
dësc	139	"L2 Hypergate"	"Miners"	0	""	0x0000	""	"•"
dësc	140	"L3 Hypergate"	"Miners"	0	""	0x0000	""	"•"
dësc	141	"L4 Hypergate"	"Miners"	0	""	0x0000	""	"•"
dësc	142	"L5 Hypergate"	"Miners"	0	""	0x0000	""	"•"
dësc	143	"L6 Hypergate"	"Miners"	0	""	0x0000	""	"•"
dësc	144	"L7 Hypergate"	"Miners"	0	""	0x0000	""	"•"
dësc	145	"L8 Hypergate"	"Miners"	0	""	0x0000	""	"•"
dësc	146	"L9 Hypergate"	"Miners"	0	""	0x0000	""	"•"
dësc	147	"L10 Hypergate"	"Miners"	0	""	0x0000	""	"•"
dësc	148	"Sol Hypergate"	"Miners"	0	""	0x0000	""	"•"
dësc	149	"Earth"	"Miners"	0	""	0x0000	"Welcome back on Earth, player. Congratulations on completing the game! The hypergate out there can take you back to any level above Level 2 if you want."	"•"
dësc	3000	"Small Ion Bolt Cannon"	"Miners"	0	""	0x0000	"An Ion Bolt Cannon works a little like an Ion Blaster. However, it only ionizes a ship and is also able to destroy it. This is a light variant."	"•"
dësc	3001	"Large Ion Bolt Cannon"	"Miners"	0	""	0x0000	"An Ion Bolt Cannon works a little like an Ion Blaster. However, it only ionizes a ship and is also able to destroy it. This is a heavy variant."	"•"
dësc	3002	"Ion Blaster"	"Miners"	0	""	0x0000	"Ion Blasters fire an electric charge to disrupt the control circuits of a hostile ship without destroying it. The charges to high damage to shields but little to armor and is unable to destroy the target. However, the cannon is known for its sensibility and often experiences system failures."	"•"
dësc	3003	"Ion Turret"	"Miners"	0	""	0x0000	"The Ion Turret consists of two Ion Blasters mounted onto a turning platform."	"•"
dësc	3004	"Fire Bolt Cannon"	"Miners"	0	""	0x0000	"The Fire Bolt Cannon is one of the most reliable weapons on the market. It is almost completely maintainance free, lightweight and cheap."	"•"
dësc	3005	"Fire Bolt Turret"	"Miners"	0	""	0x0000	"Two slightly modified Fire Bolt Cannons mounted on a turning platform form the Fire Bolt Turret. No other weapon has a higher hit percentage."	"•"
dësc	3006	"Fire Blaster"	"Miners"	0	""	0x0000	"The Fire Blaster works at the absolute security limit to reach maximum destructive power. Its extreme length also give it a long range. There is a magnetic anti-recoil device on the front to prevent the sometimes instable laser blast from damaging the cannon."	"•"
dësc	3007	"Hyperkinetic Beam Cannon"	"Miners"	0	""	0x0000	"Hyperkinetic Beam Cannons fire highly charged energy beams on a fast rate that do a lot of damage."	"•"
dësc	3008	"Converter Cannon"	"Miners"	0	""	0x0000	"The pulses fired by a Converter Cannon drain shields and convert matter to energy. It is a very strong weapon against both, shields and armor."	"•"
dësc	3009	"Fire Bolt PD-Turret"	"Miners"	0	""	0x0000	"The Fire Bolt Point Defens Turret is a modified version of the original Fire Bolt Turret. It is smaller, lighter and doesn't do as much damage as the original version. It features a computer aiming system that concentrates on small objects like homing projectiles and fighters and fires automatically."	"•"
dësc	3010	"Phaser Emitter"	"Miners"	0	""	0x0000	"Phasers are highly focussed energy beams with high damage and low energy usage. However, this is the first version and it is very difficult to aim it."	"•"
dësc	3011	"Neutron Cannon"	"Miners"	0	""	0x0000	"The Neutron Cannon fires small neutron flares. They are not very strong and do little damage to both, armor and shields. However, the Neutron Cannon fires its flares at an extremely fast rate."	"•"
dësc	3012	"Fire Blaster Turret"	"Miners"	0	""	0x0000	"The Fire Blaster Turret consists of two Fire Blaster Cannons on a turning platform."	"•"
dësc	3013	"Converter Turret"	"Miners"	0	""	0x0000	"The Converter Turret consists of two Converter Cannons on a turning platform."	"•"
dësc	3014	"Twin Blaster Cannon"	"Miners"	0	""	0x0000	"The principle of the Twin Blaster Cannon is the same as the Fire Bolt Cannon, although a slightly different type of energy is used. One such a cannon actually consists of two cannons. The two cannons of one device are handled as one and every cannon fires two shots at a time."	"•"
dësc	3015	"Dart Launcher"	"Miners"	0	""	0x0000	"The Dart Launcher holds, arms and fires Dart Rockets."	"•"
dësc	3016	"Dart Rocket"	"Miners"	0	""	0x0000	"Darts are small, unguided projectiles with a very strong explosive warhead."	"•"
dësc	3017	"C-Rocket Launcher"	"Miners"	0	""	0x0000	"The Concussion Rocket Launcher holds, arms and fires Concussion Rockets."	"•"
dësc	3018	"Concussion Rocket"	"Miners"	0	""	0x0000	"Concussion Rockets hold very strong warheads that cause a small shockwave on impact."	"•"
dësc	3019	"Homing Missile Launcher"	"Miners"	0	""	0x0000	"The Homing Missile Launcher holds, arms and fires Homing Missiles."	"•"
dësc	3020	"Homing Missile"	"Miners"	0	""	0x0000	"Homing Missiles are modified Concussion Rockets that trade some of the explosives against a guidance system."	"•"
dësc	3021	"Proton Torpedo Launcher"	"Miners"	0	""	0x0000	"This device holds, arms and launches Proton Torpedos."	"•"
dësc	3022	"Proton Torpedo"	"Miners"	0	""	0x0000	"The MG7-A Proton Torpedo is a very dangerous, highly focussed nuclear warhead. This warhead is fitted onto a strong propulsion system and a very intelligent guidance system that can even evade asteroids."	"•"
dësc	3023	"Mining Arm"	"Miners"	0	""	0x0000	"Collects asteroid bits."	"•"
dësc	3024	"Sensor Upgrade"	"Miners"	0	""	0x0000	"This device scans the mass of a ship and displays it on the radar screen. Larger ships are displayed by larger dots."	"•"
dësc	3025	"Sensor Enhancement"	"Miners"	0	""	0x0000	"This device colorizes your radar screen. You can determine a ship's intentions by the color it is displayed with. Blue is friendly, red is hostile, green is escort, grey is disabled."	"•"
dësc	3026	"Sensor Improvement"	"Miners"	0	""	0x0000	"This additional sensor dish cuts through the interferences found in later systems."	"•"
dësc	3027	"Afterburner"	"Miners"	0	""	0x0000	"By pumping raw energy into your ship's propulsion systems, its acceleration and max speed can be increased shortly, although this will rapidly drain the ship's energy supply."	"•"
dësc	3028	"Engine Upgrade"	"Miners"	0	""	0x0000	"This simple engine tune-up increases your ship's maximum speed."	"•"
dësc	3029	"Thruster Upgrade"	"Miners"	0	""	0x0000	"This simple thruster tune-up increases the power output of your thruster jets, giving your ship a higher acceleration."	"•"
dësc	3030	"Turn Jets"	"Miners"	0	""	0x0000	"By adding additional turn jets to your ship, it is possible to increase its turning rate."	"•"
dësc	3031	"Shield Reactor"	"Miners"	0	""	0x0000	"This device increases your shield's strength."	"•"
dësc	3032	"Shield Booster"	"Miners"	0	""	0x0000	"The shield booster increases the speed your shields recharge with."	"•"
dësc	3033	"Armor Plates"	"Miners"	0	""	0x0000	"These armor plates increase your armor's strength."	"•"
dësc	3034	"Energy Cells"	"Miners"	0	""	0x0000	"One Energy Cell can hold 100 units of energy."	"•"
dësc	3035	"Solar Panels"	"Miners"	0	""	0x0000	"Solar Cells can recharge your energy supply over time."	"•"
dësc	3036	"Escape Ship"	"Miners"	0	""	0x0000	"The Escape Ship is the smallest existing independent space vessel. It can be held aboard every ship and can stay in space for three weeks without the necessity of support."	"•"
dësc	3037	"Auto Eject"	"Miners"	0	""	0x0000	"This device automatically catapults your Escape Ship out if your ship is destroyed, so you don't have to care about it yourself. However, of course you need an escape pod for it to work."	"•"
dësc	3038	"Auto Refueler"	"Miners"	0	""	0x0000	"This small device automatically contacts the port authorities to refuel your ship on every landing."	"•"
dësc	3039	"Auto Repair System"	"Miners"	0	""	0x0000	"This system sends out nanite robots that occassionally repair your ship over time after it was disabled."	"•"
dësc	4000	"Start: Reach Earth"	"Miners"	0	""	0x0000	"Welcome to EVN: Miners.\rLooks like you're stranded here. Your ship does not feature any superlight drive system. The only way to come back home to Earth is to pass the hypergate system. However you need to pay a high fee to be allowed to enter a hypergate. To earn the money, you need to destroy asteroids and collect the bits which you can sell here.\rThe hypergate fee will become more expensive every level but there will also be more precious asteroids. You will also find more advanced technology in higher levels.\rAlso watch out for Pirates, they will appear frequently in higher level. Pirates will disable you, steal cargo and money but won't destroy you.\rShould you ever be disabled, you can call one of the GISC-Drones. They'll repair and refuel your ship for free."	"•"
dësc	8000	"End: Reach Earth"	"Miners"	0	""	0x0000	"Congratulations! You reached Earth and completed the game!\rThe hypergate in this system can take you to all systems above Level 2 and you can buy any technology here.\r\rShip models/rendering: Andreas Sandner\rPlugin writing: Andreas Sandner\rI got the idea from a game named PurPeloid."	"•"
dësc	13000	"     Acheron buy"	"Miners ship descs with images"	20128	""	0x0000	"The Infinity Shipyards Moebius 17 Acheron SCT (Secure Courier/Transport) has the features the flight performance of a fighter, although it is actually a courier. It features four Ion Bolt Cannons and can be outfitted with various missiles and rockets. Because the Acheron was originally designed for ferrying important people or precious cargo, it features four, independent external shield generators (the coils). These generators can be used in several modes: 1. 4-layer mode, projecting four weak layers around the ship; 2. 2-layer mode, projekting two medium-strength layers around the ship; 3. 1-layer mode, projecting one strong layer around the ship; 4. IntACS-mode (Intelligent Anti Collision System), projecting an extremely strong, focused shield layer between itself and the closest object that endangers the ship via collision (e. g. asteroids, missiles). However, this mode is unable to protect the ship from energy weapon (except pulses)."	"•"
dësc	13001	"Serpens"	"Miners ship descs with images"	20129	""	0x0000	"The Infinity Shipyards Moebius 3 Serpens SSF is a space superiority fighter with a basic weaponary of four ion bolt cannons and can be equipped with rockets and missiles. Actually the ship is extremely large for a fighter craft. It is larger than some courier vessels but still features fighter-like maneuverability because of the vectored thrust system. The Serpens is equipped with two sleeping alcoves for the pilots although it isn't too luxurios. However, should it become necessary, the ship is completely independed and can stay in space for about thirty days."	"•"
dësc	13002	"Accipiter"	"Miners ship descs with images"	20130	""	0x0000	"The newest creation of Infinity Shipyards, the Moebius 5 Accipiter AFI (Attack Fighter/Interceptor) was created for Infinity SE Technologies to fit their newest development, the Hyperkinetic Beam Cannon. And they suit it well. The Accipiter doesn't feature too good shields, but it can dodge most shots easily. In addition to the cannons, the Accipiter can be outfitted with various rockets or missiles. In the occassion the ship gets stranded somewhere in a distant sector, it features a powerfull phalanx of solar cells on top to recharge its energy banks. The first version had a small problem with the thrusters. Because of a rerooting mistake, the right thruster was slightly stronger then the left during the use of the afterburner. However, the actual version doesn't have this problem any longer."	"•"
dësc	13003	"Curiositas"	"Miners ship descs with images"	20131	""	0x0000	"The Infinity Shipyards Moebius 198 Curiositas SEV (Space Exploration Vessel) is a very unusual design for Infinity Shipyards. It was designed for long range and complete independence from any support system. It features strong engines, good shield generators, a sleeping area and a large cargo area for mineral examples that can also be used as passenger hold. The Curiositas also features a revolutionary beam weapon, the Phaser Emitter."	"•"
dësc	13004	"Dies Malus"	"Miners ship descs with images"	20132	""	0x0000	"The Infinity Shipyards Moebius 82 Dies Malus HCD is very expensive, but it's worth every credit. Armed with 12 Flame Bolt Turrets, four huge Ion Pulse Cannons and two multifunctional launchers, the Destroyer can really kick some butt. Although not necessary, four turn jet phalanxes were added to increase the ship's maneuverability. The four large engines give it some good acceleration and high speed. Actually this is Mk.II. Although no visible changes have been made, several things have been improved. An example is that the original hypercom device has been replaced by a far more capable Dakkar-com device."	"•"
dësc	13005	"Erebus"	"Miners ship descs with images"	20133	""	0x0000	"The Infinity Shipyards Moebius 9 Erebus SSB (Space Siege Bomber) is a huge starship, armed with eleven Ion Bolt Cannons and several guided and unguided projectiles. Although its size and weight, the Erebus still features almost fighter-like maneuverability. This is guaranteed by the two turn jet phalanxes on the engines. The Erebus is usually used together with fighters. While the Erebus attacks large ships, the escorts defend it from enemy fighters, as the Erebus is still too slow to defend itself from too fast crafts."	"•"
dësc	13006	"Ore Freighter"	"Miners ship descs with images"	20134	""	0x0000	"The Sol Manufacturing Ore Freighter is one of the most bulky and ugly ships around. However, no ship features a larger amount of cargo. The Ore Freighter features two heavy Ion Bolt Cannons and a Ion Turret. However, the Ore Freighter is still completely helpless against fast, agile craft."	"•"
dësc	13007	"Aeris"	"Miners ship descs with images"	20135	""	0x0000	"The Star Industries Aeris-Class Light Capital Starship is a famous vessel, available on almost every larger shipyard. About 35 meters long, the basic weaponary only consists of two twin blaster cannons that can move out in the case of a fight. Although the basic weaponary is not very good, it has lots of room for upgrades. The Aeris has a usual crew of three, although it can be flown by a single pilot. It can carry 40 tons of cargo and has a very long range. Its only disadvantage is that the crew quarters are not very luxurious. Bed, toilette, washbasin and shower in nine squaremeters each. Four quarters are standard, three for the crew and one for a passenger. If necessary, the cargo bay can be used as additional passenger hold. This is the reason why usually no high personalities use Aeris-class ships to cover distances."	"•"
dësc	13008	"Excalibur"	"Miners ship descs with images"	20136	""	0x0000	"The Excalibur-Class Attack Fighter is Star Industries' answer to Infinity Shipyards' Accipiter. It features almost the same flight performance but has almost twice as much shields and armor. Its Converter Cannons are more than equivalent to the Accipiter's H-K Beam Cannons. Moreover, although it is definitively better than the Accipiter, the Excalibur is only a little more expensive."	"•"
dësc	13009	"Katana"	"Miners ship descs with images"	20137	""	0x0000	"The Star Industries Katana-Class Light Transport/Courier Vessel was designed to survive even the most dangerous situations. Sturdy, compact design and good weaponary give it the ability to cause heavy damage to any hostile ship and its high speed engines enable it to escape without suffering too much itself. The weaponary consists of four Converter Cannons and two Fire Bolt PD-Turrets. Rockets and Missiles can be added. The cargo is stored in the wings. In order to make allow quick storing and clearing, the wings can be opened just like the hood of a car."	"•"
dësc	13010	"Feles-class"	"Miners ship descs with images"	20138	""	0x0000	"The Koensay Industries Feles-class K-77b is basically a gunship with two forward mounted rapid laser cannons and a swivel rapid ion cannon. In addition, it features two proton torpedo launchers with 12 torpedos. It is fast and maneuverable and features two strong shield generators and four shield projectors that are positioned in a way so that two shield layers protect the front and two the aft. However, should it become necessary, the shield projectors can be switched to full power mode, that means all layers are projected in front or aft."	"•"
dësc	13011	"Feles-class mod"	"Miners ship descs with images"	20139	""	0x0000	"The Koensay Industries Feles-class K-77b is basically a gunship with two forward mounted rapid laser cannons and a swivel rapid ion cannon. In addition, it features two proton torpedo launchers with 12 torpedos. It is fast and maneuverable and features two strong shield generators and four shield projectors that are positioned in a way so that two shield layers protect the front and two the aft. However, should it become necessary, the shield projectors can be switched to full power mode, that means all layers are projected in front or aft.\rThis version has been modified. In addition to the original weaponary, it features two forward mounted Fire Blasters. These additional weapons are usually covered in order to protect them from micrometereoids and dejustation. Moreover, the engine systems and shield generators have been enhanced."	"•"
dësc	13012	"GISC-Drone"	"Miners ship descs with images"	0	""	0x0000	"The GISC-Drone, sometimes also called Humming Bird, is a small drone ship that is used by the GISC (General Interstellar Ship Club) to perform roadside assistance. Every pilot pays a certain amount of money to the GISC every year in order to be allowed to make use of the repair and refueling service for free."	"•"
dësc	14000	"     Acheron hire"	"Miners ship descs with images"	20128	""	0x0000	"Acheron"	"•"
dësc	14001	"Serpens"	"Miners ship descs with images"	20129	""	0x0000	"Serpens"	"•"
dësc	14002	"Accipiter"	"Miners ship descs with images"	20130	""	0x0000	"Accipiter"	"•"
dësc	14003	"Curiositas"	"Miners ship descs with images"	20131	""	0x0000	"Curiositas"	"•"
dësc	14004	"Dies Malus"	"Miners ship descs with images"	20132	""	0x0000	"Dies Malus"	"•"
dësc	14005	"Erebus"	"Miners ship descs with images"	20133	""	0x0000	"Erebus"	"•"
dësc	14006	"Ore Freighter"	"Miners ship descs with images"	20134	""	0x0000	"Ore Freighter"	"•"
dësc	14007	"Aeris"	"Miners ship descs with images"	20135	""	0x0000	"Aeris"	"•"
dësc	14008	"Excalibur"	"Miners ship descs with images"	20136	""	0x0000	"Excalibur"	"•"
dësc	14009	"Katana"	"Miners ship descs with images"	20137	""	0x0000	"Katana"	"•"
dësc	14010	"Feles-class"	"Miners ship descs with images"	20138	""	0x0000	"Feles-class"	"•"
dësc	14011	"Feles-class mod"	"Miners ship descs with images"	20139	""	0x0000	"Feles-class modified"	"•"
dësc	14012	"GISC-Drone"	"Miners ship descs with images"	0	""	0x0000	"No hiring desc because this ship isn't supposed to be hired. Why should you hire it? It doesn't feature any cargo space and has no defensive capabilities."	"•"
• Begin düde
"Type"	"ID"	"Name"	"File"	"AIType"	"Govt"	"Booty"	"InfoTypes"	"ShipTypes1"	"ShipTypes2"	"ShipTypes3"	"ShipTypes4"	"ShipTypes5"	"ShipTypes6"	"ShipTypes7"	"ShipTypes8"	"ShipTypes9"	"ShipTypes10"	"ShipTypes11"	"ShipTypes12"	"ShipTypes13"	"ShipTypes14"	"ShipTypes15"	"ShipTypes16"	"Probs1"	"Probs2"	"Probs3"	"Probs4"	"Probs5"	"Probs6"	"Probs7"	"Probs8"	"Probs9"	"Probs10"	"Probs11"	"Probs12"	"Probs13"	"Probs14"	"Probs15"	"Probs16"	"EOR"
düde	128	"Freighters wimpy"	"Miners"	1	128	127	-32768	128	128	128	128	134	134	134	134	-1	-1	-1	-1	-1	-1	-1	-1	50	50	50	50	25	25	25	25	0	0	0	0	0	0	0	0	"•"
düde	129	"Freighters brave"	"Miners"	2	128	127	-32768	131	131	131	131	137	137	137	137	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	25	25	25	25	0	0	0	0	0	0	0	0	"•"
düde	130	"Fighters"	"Miners"	3	128	127	-32768	129	129	129	129	130	130	130	130	136	136	136	136	-1	-1	-1	-1	25	25	25	25	25	25	25	25	0	0	0	0	0	0	0	0	"•"
düde	131	"Warships"	"Miners"	3	128	127	-32768	132	132	132	132	133	133	133	133	135	135	135	135	-1	-1	-1	-1	25	25	25	25	25	25	25	25	25	25	25	25	0	0	0	0	"•"
düde	132	"Warships 2"	"Miners"	3	128	127	-32768	138	138	138	138	139	139	139	139	-1	-1	-1	-1	-1	-1	-1	-1	25	25	25	25	25	25	25	25	0	0	0	0	0	0	0	0	"•"
düde	133	"Pirate Fighters"	"Miners"	3	130	127	-32768	147	147	147	147	141	141	141	141	142	142	142	142	-1	-1	-1	-1	20	20	20	20	25	25	25	25	25	25	25	25	0	0	0	0	"•"
düde	134	"Pirate Warships"	"Miners"	3	130	127	-32768	143	143	143	143	144	144	144	144	145	145	145	145	146	146	146	146	10	10	10	10	25	25	25	25	20	20	20	20	15	15	15	15	"•"
düde	135	"GISC-Drones"	"Miners"	1	129	0	-32768	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	250	"•"
• Begin gövt
"Type"	"ID"	"Name"	"File"	"VoiceType"	"Flags"	"Flags2"	"ScanFine"	"CrimeTol"	"SmugPenalty"	"DisabPenalty"	"BoardPenalty"	"KillPenalty"	"ShootPenalty"	"InitialRec"	"MaxOdds"	"Classes1"	"Classes2"	"Classes3"	"Classes4"	"Allies1"	"Allies2"	"Allies3"	"Allies4"	"Enemies1"	"Enemies2"	"Enemies3"	"Enemies4"	"SkillMult"	"ScanMask"	"CommName"	"TargetCode"	"Require0"	"Require1"	"InhJam1"	"InhJam2"	"InhJam3"	"InhJam4"	"MediumName"	"Color"	"ShipColor"	"Intf"	"NewsPic"	"EOR"
gövt	128	"Miners"	"Miners"	1	0xE2B0	0x0040	0	32767	0	0	0	0	0	0	32767	-1	-1	-1	-1	-1	-1	-1	-1	2	-1	-1	-1	0	0x0000	"Miner"	"Miner"	0x00000000	0x00000000	75	50	0	0	"Miners"	#0000FF	#000000	0	9001	"•"
gövt	129	"GISC"	"Miners"	2	0x0020	0x0032	0	32767	0	0	0	0	0	0	32767	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	0	0x0000	"GISC"	"GISC"	0x00000000	0x00000000	0	0	0	0	"General Interstellar Starship Club"	#FFFF00	#000000	0	9000	"•"
gövt	130	"Pirates"	"Miners"	5	0xF2B3	0x00A2	0	5	0	0	1	2	0	0	125	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	110	0x0000	"Pirate"	" Pirate"	0x00000000	0x00000000	75	50	0	0	"Pirates"	#3F3F3F	#000000	0	9001	"•"
• Begin jünk
"Type"	"ID"	"Name"	"File"	"SoldAt1"	"SoldAt2"	"SoldAt3"	"SoldAt4"	"SoldAt5"	"SoldAt6"	"SoldAt7"	"SoldAt8"	"BoughtAt1"	"BoughtAt2"	"BoughtAt3"	"BoughtAt4"	"BoughtAt5"	"BoughtAt6"	"BoughtAt7"	"BoughtAt8"	"BasePrice"	"Flags"	"ScanMask"	"LCName"	"Abbrev"	"BuyOn"	"SellOn"	"EOR"
jünk	135	"'Made by Helen'™ clothing"	"Miners"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	350	0x0000	0x0800	"'Made by Helen' clothing"	"Clothing"	""	""	"•"
jünk	137	"Bio-weapons"	"Miners"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5000	0x0000	0xF597	"bio-weapons"	"Bio-weaps"	""	""	"•"
jünk	138	"Ancient Vell-os Sculpture"	"Miners"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	500	0x0000	0x0820	"ancient Vell-s sculpture"	"Vell Sculpt."	""	""	"•"
jünk	144	"Duranium Alloy"	"Miners"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1200	0x0000	0x0A00	"duranium"	"Durnium"	""	""	"•"
jünk	145	"Seafood Delicacies"	"Miners"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	550	0x0000	0x0800	"seafood"	"Seafd"	""	""	"•"
jünk	146	"Opals"	"Miners"	-1	-1	-1	-1	-1	-1	-1	-1	131	132	133	134	135	136	137	138	1500	0x0000	0x0800	"opals"	"Opals"	""	""	"•"
• Begin mïsn
"Type"	"ID"	"Name"	"File"	"AvailStel"	"AvailLoc"	"AvailRecord"	"AvailRating"	"AvailRandom"	"DispWeight"	"TravelStel"	"ReturnStel"	"CargoType"	"CargoQty"	"PickupMode"	"DropoffMode"	"ScanMask"	"PayVal"	"ShipCount"	"ShipSyst"	"ShipDude"	"ShipGoal"	"ShipBehav"	"ShipNameID"	"ShipStart"	"CompGovt"	"CompReward"	"ShipSubtitle"	"BriefText"	"QuickBrief"	"LoadCargText"	"DropCargText"	"CompText"	"FailText"	"TimeLimit"	"CanAbort"	"ShipDoneText"	"AuxShipCount"	"AuxShipDude"	"AuxShipSyst"	"Flags"	"Flags2"	"RefuseText"	"AvailShipType"	"AvailBits"	"OnAccept"	"OnRefuse"	"OnSuccess"	"OnFailure"	"OnAbort"	"Require0"	"Require1"	"DatePostInc"	"OnShipDone"	"AcceptButton"	"RefuseButton"	"RefuseButton"	"EOR"
